City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
634,Dumka,IN,86.61,overcast clouds,24.2667,87.25,"Hotel Shashwat , Sri Shyam Plaza ,Dumka"
635,Westport,US,79.29,clear sky,41.1415,-73.3579,The Westport Inn
636,Santa Rosalia,MX,81.77,broken clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
637,Dasoguz,TM,84.15,clear sky,41.8363,59.9666,Hotel Erik
638,Narasannapeta,IN,81.43,overcast clouds,18.4167,84.05,AVK events and catering
643,Tateyama,JP,83.46,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
645,Takanabe,JP,89.49,overcast clouds,32.1333,131.5,Hotel AZ Miyazaki Takanabe
647,Chardara,KZ,83.62,clear sky,41.2547,67.9692,Жанаргул
648,Mareeba,AU,74.12,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
649,Bonoua,CI,74.82,overcast clouds,5.2741,-3.595,Hotel Bon Samaritian
650,Pierre,US,74.32,clear sky,44.3683,-100.351,Ramkota Hotel
652,Alofi,NU,76.89,clear sky,-19.0595,-169.9187,Taloa Heights
654,Asmar,AF,88.16,clear sky,35.0333,71.3581,COP Monti
656,Derzhavinsk,KZ,74.66,scattered clouds,51.1,66.3167,Ooo.khim Baza
657,Warwick,US,74.39,overcast clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
663,Kokopo,PG,84.11,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
666,Gillette,US,75.81,clear sky,44.2911,-105.5022,National 9 Inn - Gillette WY
667,Ghatanji,IN,74.5,moderate rain,20.1333,78.3167,गजानन माहराज मदील घाटजी
668,Biak,ID,79.65,scattered clouds,-0.9131,122.8766,Penginapan Kim
673,Shingu,JP,87.39,broken clouds,33.7333,135.9833,Shingu UI Hotel
677,Chemal,RU,79.41,clear sky,51.4111,86.005,Guesthouse V Sosnovom Boru
678,Plast,RU,72.81,few clouds,54.3691,60.8136,S
679,Bairiki,KI,84.2,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
681,Ouesso,CG,71.08,overcast clouds,1.6136,16.0517,ABENIE Hotel
683,Loa Janan,ID,81.5,light rain,-0.583,117.095,Kost bu jono
684,Aborlan,PH,86.07,broken clouds,9.4352,118.5492,Kevina Transient House
685,Suntar,RU,71.6,broken clouds,62.1444,117.6319,Гостевая квартира
686,Awjilah,LY,78.58,clear sky,29.1081,21.2869,المنزل
687,Jieshi,CN,82.47,light rain,22.8134,115.8257,Yuehai Hotel
688,Moratuwa,LK,84.22,overcast clouds,6.773,79.8816,Sa Mansion By Yoho
690,Bardiyah,LY,78.3,clear sky,31.7561,25.0865,بورتو بردية
691,Soc Trang,VN,86.13,overcast clouds,9.6033,105.98,Phu Quy Hotel
695,Shchelkun,RU,80.17,broken clouds,56.3034,60.9483,"Cottage settlement ""Curved seashore"""
698,Kushima,JP,87.03,broken clouds,31.4583,131.2333,Hanaoka
699,Aksaray,TR,76.19,clear sky,38.3726,34.0254,Kuzucular Park Hotel
700,La Palma,US,84.96,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
701,Asilah,MA,71.56,overcast clouds,35.465,-6.0348,Hotel Zelis
703,Juigalpa,NI,75.43,overcast clouds,12.1063,-85.3645,Ethos Inn
705,Bangassou,CF,70.48,broken clouds,4.7413,22.8184,
707,Crotone,IT,77.2,clear sky,39.0851,17.1178,Helios Hotel
708,Gizo,SB,82.96,light rain,-8.103,156.8419,Imagination Island
709,Winslow,US,73.58,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
712,Jodar,ES,73.72,clear sky,37.8406,-3.3526,Hotel Ciudad de Jódar
713,Mao,ES,73.96,clear sky,39.8885,4.2658,ARTIEM Capri
714,Kudahuvadhoo,MV,81.64,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
