City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Abnub,0,EG,2022-08-08 03:52:07,35,27.2696,31.1511,80.82,7.34
281,Vardo,75,NO,2022-08-08 03:52:07,87,70.3705,31.1107,49.98,12.66
282,Sayyan,68,YE,2022-08-08 03:52:08,68,15.1718,44.3244,62.56,2.37
283,Alappuzha,100,IN,2022-08-08 03:52:08,86,9.49,76.3264,81.0,16.8
284,Olafsvik,89,IS,2022-08-08 03:52:08,81,64.8945,-23.7142,50.52,25.23
285,Devonport,8,AU,2022-08-08 03:52:09,49,-41.1667,146.35,55.99,3.36
286,Suntar,95,RU,2022-08-08 03:51:51,48,62.1444,117.6319,67.64,3.0
287,Lufilufi,20,WS,2022-08-08 03:52:09,79,-13.8745,-171.5986,85.78,17.72
288,Hirara,40,JP,2022-08-08 03:52:10,70,24.8,125.2833,89.46,11.5
289,Conde,0,BR,2022-08-08 03:52:10,94,-7.2597,-34.9075,69.26,4.61
290,Chokurdakh,97,RU,2022-08-08 03:52:11,29,70.6333,147.9167,65.43,17.18
291,Namatanai,54,PG,2022-08-08 03:47:57,73,-3.6667,152.4333,82.76,7.7
292,Lasa,96,IT,2022-08-08 03:52:11,90,46.6166,10.7002,55.69,2.95
293,Konstantinovka,33,RU,2022-08-08 03:52:12,54,49.6167,127.9833,68.05,15.9
