City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Aksaray,TR,38.3726,34.0254,76.19,42,0,7.11,clear sky
700,La Palma,US,33.8464,-118.0467,84.96,73,0,4.61,clear sky
701,Asilah,MA,35.465,-6.0348,71.56,84,99,6.06,overcast clouds
702,Hashtrud,IR,37.4779,47.0508,67.8,54,0,7.2,clear sky
703,Juigalpa,NI,12.1063,-85.3645,75.43,90,98,10.09,overcast clouds
704,Kemijarvi,FI,66.7131,27.4306,55.02,94,99,8.99,overcast clouds
705,Bangassou,CF,4.7413,22.8184,70.48,93,51,1.05,broken clouds
706,Safaga,EG,26.7292,33.9365,90.01,37,0,15.01,clear sky
707,Crotone,IT,39.0851,17.1178,77.2,61,1,11.39,clear sky
708,Gizo,SB,-8.103,156.8419,82.96,71,84,1.12,light rain
709,Winslow,US,35.0242,-110.6974,73.58,68,0,10.36,clear sky
710,Qaqortoq,GL,60.7167,-46.0333,41.59,88,99,2.37,overcast clouds
711,Piedade,BR,-23.7119,-47.4278,59.49,99,100,9.37,overcast clouds
712,Jodar,ES,37.8406,-3.3526,73.72,49,6,4.0,clear sky
713,Mao,ES,39.8885,4.2658,73.96,83,0,0.0,clear sky
714,Kudahuvadhoo,MV,2.6708,72.8944,81.64,74,90,4.05,overcast clouds
